/opt/conda/lib/python3.7/site-packages/hydra/core/utils.py:207: UserWarning: 
Using config_path to specify the config name is deprecated, specify the config name via config_name
See https://hydra.cc/docs/next/upgrades/0.11_to_1.0/config_path_changes
  warnings.warn(category=UserWarning, message=msg)
2021-06-11 13:36:48.909787: I tensorflow/stream_executor/platform/default/dso_loader.cc:53] Successfully opened dynamic library libcudart.so.11.0
Epoch:1, Train loss:0.4369, Time:1.6133108139038086s
Epoch:54, Train loss:0.0182, Time:0.7496631145477295s
Epoch:55, Train loss:0.0278, Time:0.7496321201324463s
Epoch:56, Train loss:0.0305, Time:0.7459514141082764s
Epoch:57, Train loss:0.0209, Time:0.7458882331848145s
Epoch:58, Train loss:0.0212, Time:0.747161865234375s
Epoch:59, Train loss:0.0197, Time:0.7480638027191162s
Epoch:60, Train loss:0.0247, Time:0.7484612464904785s
Epoch:61, Train loss:0.0204, Time:0.7538952827453613s
Epoch:62, Train loss:0.0182, Time:0.7529635429382324s
Epoch:63, Train loss:0.0250, Time:0.7488713264465332s
Epoch:64, Train loss:0.0177, Time:0.7493455410003662s
Epoch:65, Train loss:0.0251, Time:0.7513647079467773s
Epoch:66, Train loss:0.0240, Time:0.747880220413208s
Epoch:67, Train loss:0.0280, Time:0.7485549449920654s
Epoch:68, Train loss:0.0202, Time:0.746706485748291s
Epoch:69, Train loss:0.0249, Time:0.7517712116241455s
Epoch:70, Train loss:0.0237, Time:0.7500348091125488s
Epoch:71, Train loss:0.0232, Time:0.748603105545044s
Epoch:72, Train loss:0.0210, Time:0.7462239265441895s
Epoch:73, Train loss:0.0189, Time:0.7448685169219971s
Epoch:74, Train loss:0.0187, Time:0.7531077861785889s
Epoch:75, Train loss:0.0205, Time:0.7539305686950684s
Epoch:76, Train loss:0.0245, Time:0.7548952102661133s
Epoch:77, Train loss:0.0194, Time:0.7457976341247559s
Epoch:78, Train loss:0.0144, Time:0.7471754550933838s
Epoch:79, Train loss:0.0192, Time:0.7497320175170898s
Epoch:80, Train loss:0.0139, Time:0.7479791641235352s
Epoch:81, Train loss:0.0169, Time:0.751145601272583s
Epoch:82, Train loss:0.0185, Time:0.748091459274292s
Epoch:83, Train loss:0.0208, Time:0.7478907108306885s
Epoch:84, Train loss:0.0183, Time:0.7524795532226562s
Epoch:85, Train loss:0.0150, Time:0.7463784217834473s
Epoch:86, Train loss:0.0188, Time:0.751323938369751s
Epoch:87, Train loss:0.0187, Time:0.7502405643463135s
Epoch:88, Train loss:0.0230, Time:0.7476167678833008s
Epoch:89, Train loss:0.0182, Time:0.7462959289550781s
Epoch:90, Train loss:0.0170, Time:0.7495596408843994s
Epoch:91, Train loss:0.0173, Time:0.7457544803619385s
Epoch:92, Train loss:0.0215, Time:0.7523193359375s
Epoch:93, Train loss:0.0218, Time:0.7499358654022217s
Epoch:94, Train loss:0.0180, Time:0.750053882598877s
Epoch:95, Train loss:0.0198, Time:0.7488148212432861s
Epoch:96, Train loss:0.0201, Time:0.7505569458007812s
Epoch:97, Train loss:0.0162, Time:0.7518482208251953s
Epoch:98, Train loss:0.0115, Time:0.7485342025756836s
Epoch:99, Train loss:0.0177, Time:0.7484457492828369s
Epoch:100, Train loss:0.0156, Time:0.7502937316894531s
Accuracy/Test  0.9204801200300075
